f,sscd21,sscd11,sscc21,sscc11,ssdd21,ssdd11,s11,s21,s12,s22
4134268537.074148,(0.0013331964822209524+0.007349990408808849j),(-0.01484549500395356+0.0022380818540855187j),(-0.17309025584147886-0.9214411722845237j),(-0.1391936487994238+0.02335207740162449j),(-0.1333699772255787-0.7824873847150602j),(-0.5132219574451046+0.07928124989997225j),(-0.31136230811831017+0.04907858179671289j),(-0.019860139307949384-0.06947689378473182j),(-0.019860139307950685-0.06947689378473174j),(-0.34105329812621826+0.05355474550488315j)
4142284569.1382766,(0.0018898146467582755+0.007139332035597856j),(-0.014629888554216222+0.00275600682915815j),(-0.22041626173427123-0.9114296376130886j),(-0.13637410856161208+0.029758216312701688j),(-0.1688851594715369-0.7780809880159347j),(-0.5050818392159934+0.0996214405992174j),(-0.30609808533458815+0.06193382162680069j),(-0.025765551131369996-0.06667432479857663j),(-0.025765551131363768-0.06667432479857566j),(-0.3353578624430179+0.06744583528511616j)
4150300601.202405,(0.0024155148570233487+0.006875517561502009j),(-0.014369142463449697+0.0032591971752471416j),(-0.2672059638292716-0.89902746908463j),(-0.13290845587735078+0.035842172893228136j),(-0.204658937661717-0.7725388888817037j),(-0.4950761100252763+0.11927975334515889j),(-0.2996231404878636+0.07430176594394644j),(-0.031273513083776946-0.06324429010146322j),(-0.03127351308377749-0.06324429010146218j),(-0.3283614254147634+0.08082016029444136j)
4158316633.266533,(0.0029042252800595414+0.006562649207214055j),(-0.014062996671134767+0.0037443878140442158j),(-0.31334420838717014-0.8842573161831583j),(-0.12883233803627786+0.041539312235443944j),(-0.24072911802825422-0.765779463422902j),(-0.48323224117107333+0.13810275595837213j),(-0.2919692929325406+0.08607664628286385j),(-0.03630754517945784-0.059238926380128294j),(-0.03630754517945859-0.05923892638012876j),(-0.32009528627481015+0.09356542191095357j)
4166332665.3306613,(0.0033503065380758035+0.006205588105072879j),(-0.013711282776908806+0.004207941099332514j),(-0.35871577368038643-0.8671465703206898j),(-0.12418779587726067+0.04678875752902469j),(-0.2771225506552756-0.7577061615351662j),(-0.46958670321544477+0.15593110993264198j),(-0.2831759667694446+0.09715199263150086j),(-0.040796611512556216-0.054720204392762054j),(-0.04079661151255503-0.05472020439276211j),(-0.3105985323232603+0.10556787483016693j)
4174348697.3947897,(0.0037486478099712783+0.005809939367958095j),(-0.013314018239861114+0.004645809005382959j),(-0.40320544402522374-0.8477275853233521j),(-0.1190229019403636+0.051534013045086945j),(-0.3138527001889373-0.7482080720410189j),(-0.4541870210361592+0.17259920240904608j),(-0.2732909432484004+0.1074207987216837j),(-0.04467637191814341-0.04975975664116632j),(-0.044676371918142645-0.049759756641165706j),(-0.2999189797281222+0.1167124167324499j)
4182364729.4589176,(0.0040947725960499+0.005382026355191194j),(-0.012871514621595248+0.00505351119699568j),(-0.44669812943963677-0.826037918223979j),(-0.11339133905786469+0.05572355926580638j),(-0.35091700713341134-0.7371607853801561j),(-0.4370941388338907+0.18793515408583927j),(-0.26237122432428217+0.11677584547882747j),(-0.04789056115311216-0.04443856642191128j),(-0.047890561153113874-0.04443856642191203j),(-0.28811425356747244+0.1268828678728204j)
4190380761.523046,(0.004384953745713238+0.004928850199763635j),(-0.012384498538689184+0.005426132729876791j),(-0.48907903543668996-0.8021205829723781j),(-0.10735191995638978+0.05931141458267628j),(-0.38829405286096713-0.7244276485161387j),(-0.41838506309312784+0.20176129524961955j),(-0.25048399298606994+0.1251102221862711j),(-0.05039249128786207-0.038846467228119345j),(-0.050392491287860816-0.03884646722812003j),(-0.27525299006344783+0.1359624876460246j)
4198396793.5871744,(0.004616336345868444+0.004458030236447752j),(-0.011854243123641875+0.005758345497913708j),(-0.5302338864049909-0.7760243089216442j),(-0.10096804895605728+0.06225765755827399j),(-0.425940566106238-0.709861517509949j),(-0.39815572974750046+0.21389521168579204j),(-0.23770764622813756+0.13231808912411933j),(-0.05214666014937724-0.03308139570584711j),(-0.05214666014937589-0.0330813957058481j),(-0.26141613247541956+0.14383478011994796j)
4206412825.651303,(0.004787065818314451+0.003977720714510302j),(-0.011282706664128075+0.00604445776267834j),(-0.5700492048445567-0.7478037953293989j),(-0.094307127506275+0.06452890336597003j),(-0.4637883397721778-0.6933071198737395j),(-0.3765240132819102+0.224151468129289j),(-0.22413286372996447+0.13829572798495102j),(-0.053130432536189265-0.027248337727829496j),(-0.05313043253618939-0.027248337727829863j),(-0.24669827705822134+0.15038464351030725j)
4214428857.7154307,(0.004896417071963921+0.0034964991923036037j),(-0.01067267369403975+0.006278496065931165j),(-0.6084126474336489-0.7175199526476952j),(-0.08743990608629452+0.06609872772114234j),(-0.5017411645228299-0.6746041387997641j),(-0.3536327600591831+0.23234411647566822j),(-0.20986365937869972+0.14294292603247435j),(-0.053335741455410354-0.021457906923964837j),(-0.05333574145540867-0.021457906923966194j),(-0.23120900676677789+0.15549991816433642j)
4222444889.779559,(0.004944918828362066+0.0030232224158918686j),(-0.010027892175184627+0.006454323412082859j),(-0.6452133975156862-0.6852401210866341j),(-0.08043978591091588+0.06694803142784284j),(-0.5396719292380123-0.653591121493537j),(-0.32965268645222756+0.23829008593162834j),(-0.1950183440063871+0.1461647352676529j),(-0.052770734138836775-0.01582449979654834j),(-0.05277073413883691-0.01582449979654859j),(-0.21507412835675613+0.15907338209181862j)
4230460921.8436875,(0.004934465362591345+0.002566846417771218j),(-0.009353198612161773+0.006565796673178595j),(-0.6803426121384032-0.651038256842891j),(-0.07338207489985385+0.06706533861553744j),(-0.5774200861136932-0.6301102905262441j),(-0.304784936268418+0.24181352897200176j),(-0.1797303069719736+0.14787363712059126j),(-0.05146126301235429-0.010463983158324308j),(-0.051461263012356186-0.010463983158323094j),(-0.1984367041962981+0.16100523046694815j)
4238476953.9078155,(0.004868406012191129+0.0021362091739114963j),(-0.008654621122771378+0.00660696457307277j),(-0.7136939202747716-0.6149950765032037j),(-0.06634320347052694+0.06644702185800622j),(-0.6147897265391078-0.6040132966974692j),(-0.27926304497262816+0.2427511566708957j),(-0.16414850309880602+0.14799212469137774j),(-0.049452096867831856-0.005490889902868085j),(-0.0494520968678333-0.005490889902867835j),(-0.18145774534434936+0.16120605383752362j)
4246492985.971944,(0.004751601119374338+0.0017397765425677947j),(-0.00793944885783595+0.006572305232826932j),(-0.7451639673368714-0.5771981504769739j),(-0.05939990687005437+0.06509744767251671j),(-0.65154855742407-0.5751678912708749j),(-0.25335401582338934+0.24095853655195282j),(-0.14843751248888568+0.14645568687940752j),(-0.046807704956400235-0.0010151296030497772j),(-0.04680770495640102-0.0010151296030489754j),(-0.16431641020455837+0.15960029734506184j)
4254509018.0360723,(0.0045904318795058074+0.001385355432475699j),(-0.007216255022198213+0.006456999048422826j),(-0.7746529995916239-0.5377419368914089j),(-0.05262838194135561+0.06302903640954442j),(-0.6874280988229653-0.5434654130007244j),(-0.22735818282647746+0.23631724391312725j),(-0.1327770273617181+0.14321614111291306j),(-0.04361245038432903+0.0028617380546574955j),(-0.043612450384329995+0.002861738054657448j),(-0.14720953740611514+0.15613013920975846j)
4262525050.1002,(0.004392751235571146+0.0010797821649072281j),(-0.0064948604577264035+0.006257228670622936j),(-0.8020654806353299-0.49672774820220866j),(-0.04610342738565709+0.060262231274284594j),(-0.7221254330634372-0.5088288821320012j),(-0.20160752685054584+0.22874265462819568j),(-0.11736061666037492+0.1382452142806173j),(-0.03997002378594616+0.006050566964896247j),(-0.039970023785946024+0.006050566964896711j),(-0.13035033757582776+0.15075967162186327j)
4270541082.1643286,(0.004167763886444242+0.0008285986041178806j),(-0.005786225712734017+0.005970493262596396j),(-0.8273107307176091-0.45426364383551127j),(-0.03989757770235068+0.056825372179398176j),(-0.7553068126402261-0.471221374453074j),(-0.17646213486146298+0.2181920486138166j),(-0.1023936305691728+0.13153821713401145j),(-0.03600195903869121+0.008478865308781768j),(-0.0360019590386906+0.008478865308781558j),(-0.11396608199464081+0.1434792036592035j)
4278557114.228457,(0.0039258260432009084+0.0006357334460382613j),(-0.005102262118211614+0.0055959194118925665j),(-0.8503035784632557-0.4104642434800072j),(-0.034080242016758175+0.05275447131779837j),(-0.7866133688956269-0.43065422338590587j),(-0.1523045580191636+0.20467256834512867j),(-0.0880901378997504+0.12311760041957186j),(-0.03184510478381574+0.010094989952952j),(-0.03184510478381282+0.010094989952946845j),(-0.09829466213617126+0.13430943924335528j)
4286573146.2925854,(0.003678160036633904+0.0005032104804454096j),(-0.004455556884683857+0.005134546664112685j),(-0.8709650134634027-0.3654504571879149j),(-0.028716859903992437+0.048092888764995914j),(-0.8156690488298638-0.3871944823133382j),(-0.1295319395096011+0.18824846129330483j),(-0.07466884282211253+0.11303612836503789j),(-0.02764798231676965+0.01087201256271125j),(-0.027647982316770695+0.010872012562711388j),(-0.08357995659148078+0.12330522169326301j)
4294589178.3567133,(0.003436485291845537+0.00043090890206837207j),(-0.003859013666260895+0.004589562400229272j),(-0.8892228273404859-0.31934913020950634j),(-0.023868087034265885+0.04289090806676467j),(-0.8420907418223105-0.3409709929260786j),(-0.10854594891501244+0.1690469490003193j),(-0.06234800430837737+0.10137936613331218j),(-0.023566042759087365+0.010810931358284075j),(-0.023566042759089717+0.010810931358287559j),(-0.07006603164090086+0.11055849093377186j)
4302605210.420841,(0.0032125752503847638+0.0004164019772170957j),(-0.003325418119433328+0.003966459563153769j),(-0.9050122302870037-0.27229260246175874j),(-0.019589023947617752+0.03720521362617907j),(-0.8655003487110785-0.2921783709560168j),(-0.08974076955976384+0.14726203132689328j),(-0.051339478634258+0.08826716291338296j),(-0.01975594078796336+0.009942884247130662j),(-0.01975594078796162+0.009942884247127517j),(-0.05799031487312388+0.09620008203968923j)
4310621242.48497,(0.0030177588429482483+0.00045489876464294143j),(-0.002866947019923698+0.003273092359540649j),(-0.9182764297927086-0.22441818468649363j),(-0.01592850145377725+0.031098273747576764j),(-0.8855383102289032-0.24107825955411916j),(-0.07348962096260545+0.12315557351506141j),(-0.0418421141882675+0.07385383127177786j),(-0.01636905978190258+0.008330037433811437j),(-0.016369059781902912+0.008330037433814125j),(-0.04757600822811525+0.08040001599086025j)
4318637274.549098,(0.0028623939964914635+0.0005393085982433599j),(-0.002494648392242201+0.0025196100657154732j),(-0.9289671583695432-0.17586755564139597j),(-0.012928435982551252+0.024637635379136213j),(-0.9018778784999322-0.18799732753542395j),(-0.06013053201765214+0.09705515085900542j),(-0.03403483560785928+0.0583267830533558j),(-0.013544639934805695+0.006064885947014789j),(-0.013544639934806205+0.006064885947013091j),(-0.03902413239234378+0.063366003184786j)
4326653306.613226,(0.002755348005514413+0.0006604395890944664j),(-0.0022179274609717397+0.001718257527450773j),(-0.9370451376150324-0.1267860870173903j),(-0.010623267621673394+0.017895138852251927j),(-0.9142392203530192-0.13332170742284277j),(-0.04995227563593206+0.06934834364976143j),(-0.028069844167831405+0.041903483723556546j),(-0.01140295863100694+0.003267810202728033j),(-0.011402958631006817+0.0032678102027242947j),(-0.032505699089774395+0.04533999877845668j)
4334669338.677355,(0.0027035239460152516+0.0008073310474469228j),(-0.0020440775879785444+0.0008830423082182935j),(-0.9424804669675637-0.0773221050928066j),(-0.009039492525427075+0.010946063150275815j),(-0.9224023229462434-0.07748786300073077j),(-0.04318149397099562+0.04047346997516446j),(-0.024066415660232682+0.024826724254501293j),(-0.010039072010660057+8.287895396056532e-05j),(-0.010039072010660543+8.28789539636264e-05j),(-0.02815457083618966+0.026592808870939143j)
4342685370.741483,(0.002711472439846707+0.0009677066904192708j),(-0.001977895494355149+2.9281483210561983e-05j),(-0.9452529270192722-0.027626100297739993j),(-0.008195299837486307+0.003868214333292079j),(-0.9262176630228152-0.02097021670907597j),(-0.039972052633928+0.010907084687707604j),(-0.02210578074135246+0.0073583680272891j),(-0.009517631998228169-0.0033279417943324822j),(-0.009517631998227555-0.003327941794331483j),(-0.026061571730061652+0.007416930993710562j)
4350701402.805611,(0.002781123340072411+0.0011285225507052295j),(-0.0020214153325898866-0.0008269459675554402j),(-0.9453521892443961+0.022150102260587126j),(-0.008100321262039937-0.0032590284330958697j),(-0.9256137188455388+0.035733791935307596j),(-0.040397544665726155-0.018851086206039827j),(-0.02222751763129333-0.010228111352012383j),(-0.00986923519942868-0.006791844837360201j),(-0.009869235199429142-0.006791844837360253j),(-0.026270348296472554-0.011882003287123327j)
4358717434.86974,(0.002911662474964216+0.0012765726420595688j),(-0.0021737867450270214-0.0016694043504255612j),(-0.942777926408704+0.07185419680304073j),(-0.008755499000496695-0.010355693380725317j),(-0.9206006450903771+0.09212025691608472j),(-0.044447623878737116-0.04829481763222725j),(-0.0244277746945897-0.02765585115605097j),(-0.01108864065916338-0.010133030056522638j),(-0.011088640659163197-0.010133030056521431j),(-0.028775348184644122-0.030994659856901516j)
4366733466.933868,(0.0030995655269902556+0.0013991085005380585j),(-0.0024313089859555725-0.00248232027702581j),(-0.9375398206377006+0.12133425998104189j),(-0.010153075055040742-0.017342206410333558j),(-0.9112697689509643+0.14769581682637944j),(-0.05202850927665624-0.07692851738204451j),(-0.02865948317989336-0.04465304161916295j),(-0.013135025843368061-0.013180778422668437j),(-0.013135025843367343-0.013180778422669261j),(-0.03352210115180321-0.04961768217321533j)
4374749498.997995,(0.0033387862438034044+0.0014844269355210327j),(-0.0027876183080089607-0.0032509699690304074j),(-0.9296574689911568+0.17043960732250538j),(-0.012276702029496472-0.024140374059714014j),(-0.8977889539522113+0.20199392293770785j),(-0.06296761408184043-0.10428361614325468j),(-0.03483453974765921-0.06096102513245378j),(-0.015934257519472684-0.015777157807600323j),(-0.015934257519472785-0.015777157807602183j),(-0.04040977636367771-0.06746296507051489j)
4382765531.062124,(0.0036210816815106517+0.0015223840277880235j),(-0.003234011319427507-0.00396219301027052j),(-0.9191601892531565+0.21902162757648008j),(-0.015101672695722913-0.030674342401161483j),(-0.8803942593885122+0.25458924885097156j),(-0.07702187154777114-0.1299331020913942j),(-0.04282776080231935-0.07634152923600754j),(-0.01938296493232202-0.01778381063724607j),(-0.019382964932321223-0.017783810637245726j),(-0.04929578344117511-0.08426591525654792j)
4390781563.126253,(0.003936445189696158+0.0015048019487081399j),(-0.003759875030610954-0.004604799246877161j),(-0.9060867313372774+0.26693458041421025j),(-0.018595262900232716-0.036871515984615036j),(-0.8593786422361922+0.30510934208581786j),(-0.09388901087136955-0.15350330227336445j),(-0.05248226185519007-0.09058260988211286j),(-0.02335404455054317-0.019087380835804076j),(-0.023354044550542845-0.01908738083580317j),(-0.06000201191641278-0.09979220837586632j)
4398797595.19038,(0.00427360996285725+0.0014257470702679353j),(-0.004353186427288706-0.005169847435323539j),(-0.8904849020879753+0.3140363443611482j),(-0.022717179996855727-0.042663422325193094j),(-0.8350786623128847+0.3532429237388614j),(-0.11322082267757154-0.17468231885241026j),(-0.0636158149099249-0.10350302315347822j),(-0.02770311988754504-0.01960328968885693j),(-0.027703119887544488-0.01960328968885675j),(-0.07232218776450242-0.11384271802412511j)
4406813627.254509,(0.004620582984487087+0.001281671142052021j),(-0.00500104141329219-0.005650787549937954j),(-0.8724111132320717+0.3601891036486088j),(-0.027420107003520537-0.047986509200066536j),(-0.8078602389226812+0.3987445879294476j),(-0.13463736617703181-0.19322487395895677j),(-0.07602769517698389-0.11495490402957381j),(-0.03227543715469538-0.019277742140419548j),(-0.03227543715469537-0.0192777421404191j),(-0.08602977800356858-0.1262564791294494j)
4414829659.318638,(0.004965170957551224+0.001071420046697108j),(-0.005690174739039197-0.006043471403540952j),(-0.8519298637447998+0.4052599647585603j),(-0.032650331145951644-0.0527828640419287j),(-0.7781044701666747+0.44143598649961213j),(-0.15774110727089974-0.2089536507515205j),(-0.08950554446938631-0.12482478599318325j),(-0.036912696789062206-0.018088010870524394j),(-0.036912696789063636-0.01808801087052704j),(-0.10088589394746468-0.13691172880026614j)
4422845691.382765,(0.005295465468220573+0.000796125184398977j),(-0.006407438191754634-0.0063460467819835345j),(-0.829113168931508+0.4491214956642592j),(-0.03834844437727309-0.05700084687068075j),(-0.7461943864489003+0.48120386352235517j),(-0.1821301166653282-0.2217574975161365j),(-0.10383184232954584-0.13303312541142506j),(-0.0414593912413037-0.016041183929047662j),(-0.04145939124130367-0.016041183929048325j),(-0.11664671871305506-0.14572521897539245j)
4430861723.446894,(0.005600262813387269+0.0004589998624389413j),(-0.007140212516129632-0.006558757628519214j),(-0.8040399491101407+0.4916521830350622j),(-0.044450102826329815-0.06059563038441009j),(-0.712503302068541+0.5179955013284416j),(-0.20740966486830287-0.2315870589507138j),(-0.1187896713311869-0.13953258703904287j),(-0.045768323520800396-0.013171659146690148j),(-0.04576832352079986-0.01317165914668874j),(-0.13307009636344586-0.15265010229608086j)
4438877755.511023,(0.00586940314756601+6.506684372914462e-05j),(-0.007876737769971193-0.006683676602478782j),(-0.7767953909518812+0.5327368048919672j),(-0.05088683188492407-0.06352964295200472j),(-0.6773851916969632+0.5518122453612309j),(-0.23320178824381016-0.23844850456566796j),(-0.13416757229439596-0.14430539715635754j),(-0.049705099627459406-0.009537720234631997j),(-0.04970509962745934-0.009537720234631238j),(-0.1499210478343382-0.15767275036131514j)
4446893787.5751505,(0.006094022537353916-0.0003791563017760402j),(-0.008606355766032317-0.006724396839067559j),(-0.7474702943492316+0.572266718307711j),(-0.05758686374164629-0.06577291225280033j),(-0.6411672867789013+0.5827017951680922j),(-0.25915263231620533-0.2423960443408622j),(-0.14976339226289367-0.14736008145776378j),(-0.05315150378516561-0.005217538430191291j),(-0.053151503785164214-0.005217538430190176j),(-0.16697610379495836-0.1608088751358984j)
4454909819.639278,(0.006266719170101853-0.000865989524069799j),(-0.0093196659264718-0.0066857076246772465j),(-0.7161604171830194+0.6101400637006597j),(-0.06447599455349312-0.06730330915332455j),(-0.6041448864245724+0.6107499000558632j),(-0.2849375793072505-0.24352387322843075j),(-0.16538712100390018-0.1487278835662004j),(-0.056007765379223785-0.0003049181776023666j),(-0.056007765379222973-0.00030491817760138623j),(-0.18402645285684333-0.1620992988155551j)
4462925851.703407,(0.006381640784873688-0.0013869196576866694j),(-0.010008601718655107-0.00657327483822244j),(-0.682965829600477+0.6462618890457316j),(-0.07147844906547851-0.06810669307175211j),(-0.5665782232917602+0.6360720024544002j),(-0.3102643213438281-0.24195809085708764j),(-0.18086278348599813-0.1484591171261973j),(-0.05819380315435798+0.00509494329566577j),(-0.058193803154358056+0.005094943295664678j),(-0.20087998692330816-0.1616056668026429j)
4470941883.767535,(0.0064345042109213435-0.0019329109471906136j),(-0.010666438683384238-0.006393342259156484j),(-0.6479902884386857+0.6805441988985259j),(-0.07851774129708561-0.06817696154039432j),(-0.5286911221852562+0.6588052521978646j),(-0.3348741440182935-0.2378490232224255j),(-0.1960295039743053-0.1466196501222535j),(-0.059649583126715006+0.010869473350330729j),(-0.059649583126715165+0.010869473350331421j),(-0.21736238134107433-0.15940633464056564j)
4478957915.831663,(0.006422559846812503-0.0024946857736355965j),(-0.011287747044868943-0.006152464940378778j),(-0.6113406412706877+0.712905934486378j),(-0.08551752087091653-0.06751600792491705j),(-0.4906711345706626+0.679101189859872j),(-0.35854174008672324-0.2313642483444013j),(-0.21074188343395084-0.14328766319428043j),(-0.06033475335001212+0.016902372313253103j),(-0.060334753350013086+0.016902372313253047j),(-0.23331737752368908-0.15559259307503776j)
4486973947.895792,(0.006344514316232286-0.003062969156227058j),(-0.011868302330819397-0.005857281323815147j),(-0.5731262682526711+0.7432728922506727j),(-0.09240239562362423-0.06613359228952119j),(-0.45267081784045293+0.6971192810267571j),(-0.38107388814140924-0.22268251188920007j),(-0.22486983955169756-0.13855077076554562j),(-0.06022772520610889+0.023076805611957442j),(-0.0602277252061088+0.023076805611957407j),(-0.2486064442133362-0.1502653334131756j)
4494989979.95992,(0.006200423799416488-0.0036286944300134016j),(-0.012404966737232112-0.00551432696238837j),(-0.5334585685462223+0.7715775891216574j),(-0.09909872227400542-0.06404713120781533j),(-0.41480984367428286+0.7130213846245621j),(-0.4023073164216517-0.21198862023489784j),(-0.23829805261059642-0.13250354875896828j),(-0.05932436243596972+0.029278102248547436j),(-0.059324362435969516+0.02927810224854728j),(-0.26310798608506086-0.1435322026837447j)
4503006012.024048,(0.005991569067734209-0.004183170477308873j),(-0.012895552551538292-0.00512988974524501j),(-0.4924504966158706+0.7977590834658156j),(-0.10553535809017558-0.061281412911881876j),(-0.377177654821508+0.7269671610326702j),(-0.42210603793615536-0.19946932129375933j),(-0.25092514546162714-0.12524547735757538j),(-0.05763642089718168+0.03539596121657247j),(-0.05763642089718071+0.03539596121657235j),(-0.2767162505647032-0.13550525684806675j)
4511022044.088177,(0.005720321392769345-0.004718213014608008j),(-0.013338677151357503-0.004709904405765769j),(-0.45021615219521577+0.8217627610678917j),(-0.11164436766044963-0.05786824455488768j),(-0.33983643503047956+0.7391103700137269j),(-0.4403583988580627-0.18531012785580875j),(-0.2626627061078989-0.1168792817995825j),(-0.05518985858236846+0.041326195527082145j),(-0.05518985858236801+0.041326195527083054j),(-0.28934006041061383-0.12629909061111305j)
4519038076.152305,(0.005390006534034014-0.005226243793089225j),(-0.013733617198090242-0.004259882736788952j),(-0.4068704262090932+0.8435400957010444j),(-0.11736167999639696-0.05384603854910597j),(-0.3028242055713778+0.7495959724014389j),(-0.45697403483287796-0.16969300219098282j),(-0.27343424021654733-0.1075096376332554j),(-0.05202311031885747+0.046972061649802534j),(-0.052023110318857355+0.04697206164980178j),(-0.30090147461272737-0.1160294031068341j)
4527054108.216433,(0.005004772120275641-0.005700362291962968j),(-0.014080167835533605-0.003784875210602532j),(-0.3625287034668532+0.8630483938102751j),(-0.12262769225021668-0.049259344950785655j),(-0.26615790887969737+0.7585579297064111j),(-0.47188088440658466-0.15279480078733432j),(-0.28317412049286705-0.09724219765845742j),(-0.048185397293577965+0.05224523205193187j),(-0.0481853972935777+0.052245232051931656j),(-0.3113344561639342-0.1048119480796629j)
4535070140.280561,(0.004569462044283018-0.006134394715213987j),(-0.014378511100600663-0.0032894594540245556j),(-0.31730662153253275+0.8802505326018537j),(-0.12738781728560833-0.04415833672042422j),(-0.22983638222900607+0.7661175886210365j),(-0.4850223683226891-0.13478637064876592j),(-0.29182658170354797-0.08618289423057035j),(-0.043735119651763625+0.05706647199040851j),(-0.043735119651762945+0.057066471990408665j),(-0.32058360390474944-0.09276181313861963j)
4543086172.344689,(0.0040895000469646225-0.0065229249823790525j),(-0.014629096413506862-0.0027777511201454268j),(-0.27131988385479866+0.8951147004141866j),(-0.13159297318090613-0.03859825442027219j),(-0.1938431604976693+0.7723825392949301j),(-0.4963548095055036-0.11583218992056067j),(-0.29934479492969795-0.074437471050271j),(-0.038738361678565016+0.06136608055962864j),(-0.03873836167856459+0.06136608055962922j),(-0.3286029877567116-0.0799929732905616j)
4551102204.408817,(0.0035707834872375083-0.006861312050704227j),(-0.014832534953284807-0.002253433005552183j),(-0.22468412402457155+0.907614147664888j),(-0.13520001345121951-0.03263881655160191j),(-0.15814907661322408+0.7774458441708303j),(-0.5058451415770395-0.09609045261970822j),(-0.30569004256084437-0.06211120158010275j),(-0.03326752370567397+0.0650841517470291j),(-0.033267523705673915+0.06508415174702967j),(-0.33535511246741445-0.06661806759120804j)
4559118236.472946,(0.0030195873667378664-0.007145697413490193j),(-0.014989508927659378-0.001719798686494696j),(-0.17751481693506604+0.917726955947344j),(-0.13817209734515368-0.026343601314949547j),(-0.12271465145230835+0.7813855457000713j),(-0.5134689334451465-0.07571350738498593j),(-0.3108310064674909-0.0493087556634729j),(-0.027400082741379242+0.06817070512363607j),(-0.02740008274137833+0.0681707051236369j),(-0.34081002432280944-0.052748353036462116j)
4567134268.537074,(0.00244247797320761-0.007373006056387965j),(-0.015100696184560586-0.0011798074145438608j),(-0.12992723165881614+0.9254358320106504j),(-0.14047900000085414-0.019779405129472814j),(-0.0874922825686967+0.7842643746124447j),(-0.519208743121909-0.05484857150039085j),(-0.31474317537682106-0.03613418090038811j),(-0.02121747454505948+0.07058572869910286j),(-0.021217474545059935+0.07058572869910243j),(-0.34494456774594223-0.038493795729475554j)
4575150300.601202,(0.001846234988606997-0.007540943567101999j),(-0.015166710248647547-0.0006361474678538391j),(-0.08203642003556366+0.9307279324210646j),(-0.14209736254135455-0.013015582803517722j),(-0.05242825401791749+0.7861295943830668j),(-0.5230528045533434-0.03363865259510606j),(-0.3174083732987012-0.022690970231458035j),(-0.014804083008823216+0.07229916901899901j),(-0.014804083008823073+0.07229916901899922j),(-0.34774179379599657-0.023963265167166434j)
4583166332.665331,(0.0012377805413627749-0.007647991512495178j),(-0.015188055661072841-9.130556126214382e-05j),(-0.033957234287339697+0.9335947236912847j),(-0.14301088236192355-0.0061233738354905445j),(-0.017464598658979695+0.787012931378055j),(-0.524994045882593-0.012223620434189068j),(-0.3188144084611853-0.009082191573577657j),(-0.008246317814180235+0.07329089615661513j),(-0.008246317814179765+0.0732908961566149j),(-0.3491905197833313-0.009264802696101799j)
4591182364.729459,(0.000624113435004155-0.007693402635360835j),(-0.015165098416787856+0.0004523597465789786j),(0.014195633556616538+0.9340318815943791j),(-0.14321044392898746+0.0008247810334648439j),(0.017459149531700212+0.7869305535009128j),(-0.5250294352834696+0.009258620527344693j),(-0.3189548411894407+0.004589341033825721j),(-0.001631757987541621+0.07355066404673309j),(-0.0016317579875420561+0.07355066404673366j),(-0.3492850380230164+0.005494060526984473j)
4599198396.793587,(1.224663132149903e-05-0.007677196884584014j),(-0.015098051296336137+0.000992542462593544j),(0.06230759803199187+0.932039232268069j),(-0.14269419039160686+0.00775592917558666j),(0.05240427172384672+0.7858830729043559j),(-0.5231596504191729+0.030670901021113785j),(-0.31782886910905345+0.018220872635756773j),(0.004951663154072318+0.0730780796818564j),(0.004951663154072828+0.0730780796818574j),(-0.34802497170172625+0.020205957560943663j)
4607214428.857716,(-0.0005908540142886762-0.007600158773934607j),(-0.01498697394684452+0.001526913045018237j),(0.1102641202625202+0.9276207365769779j),(-0.14146753622619657+0.014597297693592998j),(0.08743120556947262+0.7838555605685357j),(-0.5193890689143494+0.05187553866762426j),(-0.3154413286234287+0.031709505135590246j),(0.011416457346524274+0.07188258800422095j),(0.011416457346523343+0.07188258800422145j),(-0.34541527651711723+0.03476333122562759j)
4615230460.921844,(-0.0011783317854291153-0.007463836058663131j),(-0.014831787650877476+0.0020530433699922444j),(0.1579506495928287+0.9207845180484204j),(-0.13954312101903568+0.021276983742021402j),(0.12259786748680306+0.7808175724829705j),(-0.5137260792554967+0.07273310953427345j),(-0.3118028124863889+0.04495200326815513j),(0.017676391053013038+0.06998347278272524j),(0.017676391053012767+0.06998347278272518j),(-0.34146638778814326+0.04905809000814009j)
4623246492.985971,(-0.001743503885656958-0.007270539215641025j),(-0.014632304804675589+0.002568334426840336j),(0.20525257475455194+0.9115429335432125j),(-0.13694070436602293+0.027724639982398307j),(0.1579579125144469+0.776723199068554j),(-0.5061837135709613+0.0931012786742577j),(-0.3069299041638163+0.05784462490148792j),(0.02364733112005173+0.06740986723732964j),(0.02364733112005334+0.06740986723732903j),(-0.3361945137731677+0.06298129375516782j)
4631262525.0501,(-0.0022799308460749595-0.00702334070241778j),(-0.014388273181633368+0.0030699485301571815j),(0.2520551923122782+0.8999126846791106j),(-0.13368700176254572+0.03387215148434504j),(0.1935588905618239+0.7715111616007464j),(-0.4967806051069573+0.1128337322880108j),(-0.3008455302531183+0.07028299335602055j),(0.029248150875227617+0.06420076153918194j),(0.029248150875226378+0.06420076153918086j),(-0.32962207661638476+0.07642289041633536j)
