f,S11,S12,S21,S22
49700000.503,(0.28235558316524717-0.12673647281424505j),(0.15760570899125886-0.057896519704880633j),(0.15760570899125906-0.05789651970488127j),(0.2825043428724582-0.12672133813042474j)
49750000.5025,(0.2818877029687189-0.12713854188160492j),(0.1574256616011791-0.05811845120145889j),(0.15742566160117877-0.05811845120145845j),(0.2820366466832679-0.12712382582172221j)
49800000.502,(0.2814180786757121-0.12753915065994967j),(0.15724463220086882-0.05834011418622848j),(0.15724463220086843-0.05834011418622763j),(0.28156720629143406-0.1275248544651269j)
49850000.501499996,(0.28094671267370536-0.12793829211170699j),(0.1570626183182634-0.058561504882873906j),(0.1570626183182626-0.05856150488287203j),(0.28109602407958256-0.12792441703485147j)
49900000.500999995,(0.280473607369617-0.1283359591848086j),(0.15687961748649054-0.05878261948138776j),(0.15687961748648954-0.0587826194813851j),(0.28062310244965777-0.12832250649059482j)
49950000.5005,(0.27999876518997574-0.1287321448126141j),(0.15669562724411995-0.05900345413793878j),(0.1566956272441195-0.05900345413793751j),(0.28014844382308046-0.1287191157775242j)
50000000.5,(0.2795221885811078-0.1291268419138234j),(0.15651064513540314-0.059224004974743095j),(0.15651064513540244-0.05922400497474166j),(0.27967205064093964-0.12911423782615553j)
50050000.4995,(0.27904388000929936-0.1295200433924455j),(0.15632466871052506-0.05944426807992825j),(0.15632466871052453-0.059444268079926976j),(0.2791939253641542-0.12950786555232155j)
50100000.499,(0.2785638419609795-0.1299117421377146j),(0.15613769552585405-0.059664239507406035j),(0.15613769552585421-0.0596642395074068j),(0.27871407047365027-0.12989999185710843j)
50150000.4985,(0.27808207694291126-0.1303019310240047j),(0.15594972314419098-0.05988391527674492j),(0.15594972314419087-0.05988391527674544j),(0.2782324884705603-0.1302906096267451j)
50200000.497999996,(0.27759858748235655-0.13069060291081144j),(0.15576074913502733-0.06010329137303636j),(0.15576074913502747-0.060103291373037195j),(0.2777491818763827-0.130679711732584j)
50250000.497499995,(0.2771133761272769-0.1310777506426327j),(0.1555707710747985-0.060322363746769844j),(0.15557077107479936-0.06032236374677294j),(0.277264153233176-0.13106729103101972j)
50300000.497,(0.2766264454465082-0.13146336704895087j),(0.15537978654714718-0.060541128313711265j),(0.1553797865471469-0.06054112831371079j),(0.2767774051037452-0.13145334036341236j)
50350000.4965,(0.27613779802995675-0.1318474449441373j),(0.15518779314317696-0.06075958095476086j),(0.15518779314317746-0.0607595809547624j),(0.2762889400718286-0.13183785255603547j)
50400000.496,(0.2756474364887842-0.1322299771274134j),(0.15499478846172332-0.06097771751584664j),(0.1549947884617241-0.060977717515849066j),(0.2757987607422901-0.13222082041999428j)
50450000.4955,(0.2751553634556067-0.13261095638275916j),(0.15480077010961743-0.06119553380779395j),(0.15480077010961574-0.061195533807789075j),(0.2753068697412967-0.13260223675121113j)
50500000.495,(0.2746615815846781-0.1329903754788888j),(0.15460573570194758-0.0614130256061849j),(0.1546057357019471-0.061413025606183745j),(0.2748132697165352-0.13298209433029523j)
50550000.4945,(0.274166093552098-0.1333682271691552j),(0.15440968286233892-0.06163018865126716j),(0.15440968286233875-0.061630188651266515j),(0.27431796333738756-0.13336038592253185j)
50600000.493999995,(0.2736689020560043-0.1337445041915089j),(0.15421260922322086-0.061847018647808664j),(0.15421260922321983-0.06184701864780575j),(0.27382095329514133-0.13373710427779814j)
50650000.4935,(0.27317000981676987-0.13411919926844518j),(0.15401451242610006-0.06206351126497897j),(0.15401451242610098-0.06206351126498191j),(0.273322242303183-0.13411224213050624j)
50700000.493,(0.27266941957721547-0.13449230510691282j),(0.15381539012184342-0.06227966213624678j),(0.1538153901218437-0.062279662136248026j),(0.2728218330971996-0.13448579219955398j)
50750000.4925,(0.2721671341028057-0.13486381439829165j),(0.15361523997095083-0.062495466859238465j),(0.1536152399709506-0.06249546685923828j),(0.2723197284353931-0.1348577471882367j)
50800000.492,(0.27166315618185105-0.13523371981832735j),(0.1534140596438427-0.06271092099563315j),(0.1534140596438426-0.06271092099563311j),(0.2718159310986626-0.13522809978424202j)
50850000.4915,(0.27115748862572836-0.1356020140270633j),(0.15321184682113964-0.06292602007104602j),(0.15321184682113942-0.06292602007104535j),(0.27131044389083814-0.13559684265953345j)
50900000.491,(0.27065013426909135-0.1359686896687772j),(0.15300859919395174-0.06314075957491044j),(0.153008599193951-0.06314075957490861j),(0.27080326963887985-0.1359639684703286j)
50950000.490499996,(0.2701410959700631-0.13633373937196952j),(0.15280431446416712-0.06335513496036141j),(0.15280431446416612-0.06335513496035855j),(0.2702944111930799-0.13632946985704486j)
51000000.489999995,(0.2696303766104766-0.1366971557492608j),(0.1525989903447413-0.06356914164412636j),(0.15259899034474114-0.06356914164412608j),(0.2697838714272962-0.13669333944422418j)
51050000.4895,(0.26911797909607527-0.13705893139736894j),(0.1523926245599963-0.06378277500641573j),(0.15239262455999547-0.06378277500641362j),(0.26927165323915153-0.1370555698405018j)
51100000.489,(0.26860390635673753-0.13741905889704517j),(0.15218521484590658-0.06399603039079847j),(0.15218521484590697-0.06399603039080014j),(0.2687577595502683-0.13741615363852222j)
51150000.4885,(0.2680881613467013-0.13777753081301466j),(0.1519767589504104-0.06420890310411388j),(0.15197675895041046-0.06420890310411405j),(0.2682421933064701-0.13777508341493563j)
51200000.488,(0.26757074704477407-0.13813433969396094j),(0.15176725463369986-0.06442138841634044j),(0.15176725463370036-0.06442138841634208j),(0.26772495747801595-0.13813235173030386j)
51250000.4875,(0.2670516664545765-0.13848947807243508j),(0.1515566996685316-0.0646334815605081j),(0.15155669966853105-0.0646334815605066j),(0.2672060550598322-0.1384879511290562j)
51300000.486999996,(0.26653092260474814-0.13884293846485268j),(0.15134509184052886-0.06484517773257506j),(0.15134509184052883-0.06484517773257532j),(0.2666854890717141-0.13884187413948074j)
51350000.486499995,(0.2660085185492076-0.13919471337138314j),(0.15113242894848972-0.06505647209134001j),(0.15113242894848947-0.06505647209133955j),(0.2661632625585914-0.13919411327360268j)
51400000.486,(0.26548445736734877-0.1395447952759794j),(0.15091870880470254-0.06526735975832812j),(0.15091870880470187-0.06526735975832545j),(0.2656393785907189-0.13954466102722837j)
51450000.4855,(0.26495874216430415-0.13989317664627646j),(0.15070392923525217-0.06547783581768819j),(0.1507039292352519-0.06547783581768725j),(0.26511384026395096-0.13989350987980764j)
51500000.485,(0.2644313760711578-0.14023984993358896j),(0.1504880880803434-0.06568789531610325j),(0.15048808808034297-0.0656878953161017j),(0.26458665069993953-0.14024065229446953j)
51550000.4845,(0.2639023622452126-0.14058480757281594j),(0.15027118319461358-0.06589753326268123j),(0.15027118319461263-0.06589753326267793j),(0.2640578130463984-0.14058608071793205j)
51600000.484,(0.263371703870199-0.14092804198246153j),(0.1500532124474543-0.06610674462885746j),(0.15005321244745334-0.06610674462885438j),(0.2635273304773347-0.14092978758046004j)
51650000.4835,(0.2628394041565388-0.14126954556455984j),(0.14983417372333796-0.06631552434830491j),(0.14983417372333852-0.06631552434830756j),(0.2629952061932913-0.14127176529584548j)
51700000.482999995,(0.2623054663415827-0.14160931070464222j),(0.14961406492214346-0.06652386731684293j),(0.1496140649221437-0.06652386731684491j),(0.26246144342158745-0.14161200626136494j)
51750000.482499994,(0.261769893689862-0.14194732977169672j),(0.14939288395948022-0.06673176839233018j),(0.14939288395948-0.06673176839232908j),(0.2619260454165699-0.1419505028577308j)
51800000.482,(0.2612326894933324-0.14228359511814756j),(0.14917062876702217-0.0669392223945805j),(0.14917062876702242-0.06693922239458155j),(0.2613890154598715-0.1422872474490412j)
51850000.4815,(0.2606938570716345-0.14261809907979633j),(0.14894729729284373-0.06714622410528064j),(0.14894729729284398-0.06714622410528213j),(0.2608503568606396-0.14262223238279279j)
51900000.481,(0.26015339977233526-0.1429508339758238j),(0.14872288750175255-0.06735276826789222j),(0.1487228875017531-0.06735276826789427j),(0.26031007295581327-0.1429554499897888j)
51950000.4805,(0.2596113209712004-0.14328179210871506j),(0.14849739737562964-0.0675588495875692j),(0.14849739737562995-0.06755884958757052j),(0.25976816711036194-0.14328689258415173j)
52000000.48,(0.2590676240724394-0.1436109657642687j),(0.14827082491377017-0.06776446273107319j),(0.1482708249137697-0.06776446273107178j),(0.2592246427175623-0.14361655246325025j)
52050000.479499996,(0.25852231250897684-0.14393834721154078j),(0.1480431681332275-0.0679696023266853j),(0.14804316813322824-0.0679696023266886j),(0.258679503199239-0.1439444219077094j)
52100000.478999995,(0.25797538974270623-0.14426392870283786j),(0.14781442506916306-0.06817426296414113j),(0.1478144250691632-0.06817426296414213j),(0.25813275200603947-0.14427049318135807j)
52150000.4785,(0.25742685926477216-0.14458770247366087j),(0.14758459377518987-0.06837843919453132j),(0.14758459377518904-0.06837843919452821j),(0.2575843926176958-0.14459475853121503j)
52200000.478,(0.25687672459581495-0.14490966074272849j),(0.14735367232372837-0.06858212553023052j),(0.14735367232372806-0.06858212553022919j),(0.25703442854329855-0.14491721018744425j)
52250000.4775,(0.2563249892862597-0.14522979571191375j),(0.1471216588063604-0.06878531644483075j),(0.1471216588063608-0.06878531644483278j),(0.2564828633215546-0.14523784036335374j)
52300000.477,(0.2557716569165827-0.14554809956623954j),(0.14688855133418582-0.06898800637306039j),(0.14688855133418632-0.06898800637306296j),(0.2559297005210705-0.1455566412553585j)
52350000.4765,(0.2552167310975899-0.1458645644738524j),(0.14665434803818245-0.06919018971071206j),(0.1466543480381821-0.06919018971071185j),(0.25537494374062797-0.145873605042958j)
52400000.475999996,(0.25466021547069106-0.14617918258600937j),(0.14641904706956715-0.06939186081456979j),(0.14641904706956702-0.06939186081456981j),(0.2548185966094465-0.14618872388874155j)
52450000.475499995,(0.25410211370817276-0.14649194603707957j),(0.14618264660016456-0.06959301400234875j),(0.14618264660016494-0.06959301400235134j),(0.25426066278747994-0.14650198993833902j)
52500000.475,(0.2535424295135024-0.14680284694448612j),(0.14594514482277118-0.06979364355263068j),(0.14594514482277052-0.06979364355262828j),(0.25370114596569066-0.1468133953204227j)
52550000.4745,(0.2529811666215905-0.14711187740873766j),(0.1457065399515259-0.06999374370478186j),(0.14570653995152646-0.06999374370478445j),(0.25314004986633926-0.14712293214668515j)
52600000.474,(0.25241832879908377-0.14741902951340535j),(0.14546683022228815-0.07019330865892143j),(0.1454668302222883-0.07019330865892347j),(0.2525773782432564-0.14743059251184545j)
52650000.4735,(0.2518539198446731-0.14772429532508063j),(0.14522601389300555-0.07039233257583702j),(0.1452260138930056-0.07039233257583755j),(0.252013134882154-0.14773636849361374j)
52700000.473,(0.2512879435893489-0.14802766689343808j),(0.1449840892441006-0.07059080957693685j),(0.1449840892441-0.07059080957693457j),(0.2514473236008988-0.14804025215270084j)
52750000.4725,(0.2507204038967297-0.14832913625116528j),(0.1447410545788462-0.07078873374419312j),(0.14474105457884617-0.07078873374419313j),(0.2508799482498108-0.14834223553281578j)
52800000.471999995,(0.25015130466334395-0.14862869541398796j),(0.14449690822375144-0.07098609912009438j),(0.14449690822375183-0.07098609912009649j),(0.2503110127119716-0.14864231066063308j)
52850000.471499994,(0.24958064981893138-0.1489263363806647j),(0.14425164852894884-0.07118289970759005j),(0.14425164852894945-0.0711828997075938j),(0.2497405209035054-0.14894046954582546j)
52900000.471,(0.24900844332674188-0.14922205113299822j),(0.14400527386858367-0.07137912947004575j),(0.14400527386858397-0.07137912947004728j),(0.24916847677389078-0.1492367041810459j)
52950000.4705,(0.24843468918384198-0.14951583163582752j),(0.1437577826412034-0.07157478233118761j),(0.14375778264120428-0.07157478233119213j),(0.2485948843062627-0.14953100654192636j)
53000000.47,(0.24785939142142738-0.14980766983702293j),(0.14350917327015694-0.0717698521750796j),(0.14350917327015703-0.07176985217508011j),(0.24801974751771472-0.14982336858710069j)
53050000.4695,(0.24728255410511402-0.15009755766753458j),(0.14325944420398723-0.071964332846057j),(0.1432594442039874-0.07196433284605801j),(0.24744307045961914-0.15011378225817748j)
53100000.469,(0.2467041813352767-0.15038548704134364j),(0.14300859391683451-0.07215821814871144j),(0.1430085939168344-0.0721582181487111j),(0.24686485721792506-0.15040223947977974j)
53150000.468499996,(0.24612427724733618-0.1506714498555246j),(0.14275662090883873-0.07235150184783866j),(0.14275662090883884-0.07235150184783987j),(0.24628511191346977-0.1506887321595543j)
53200000.467999995,(0.24554284601208862-0.15095543799023944j),(0.1425035237065446-0.07254417766841689j),(0.14250352370654476-0.07254417766841871j),(0.24570383870231524-0.150973252188153j)
53250000.4675,(0.24495989183602568-0.1512374433087494j),(0.14224930086330972-0.0727362392955695j),(0.14224930086331009-0.07273623929557319j),(0.24512104177604394-0.15125579143928394j)
53300000.467,(0.2443754189616549-0.15151745765743363j),(0.1419939509597163-0.07292768037454098j),(0.14199395095971634-0.07292768037454142j),(0.24453672536209128-0.15153634176971326j)
53350000.4665,(0.2437894316678146-0.15179547286583323j),(0.1417374726039851-0.07311849451066577j),(0.14173747260398484-0.07311849451066467j),(0.2439508937240703-0.1518148950192761j)
53400000.466,(0.24320193427000864-0.152071480746649j),(0.1414798644323902-0.0733086752693536j),(0.14147986443238972-0.07330867526935113j),(0.24336355116208871-0.1520914430109186j)
53450000.4655,(0.24261293112073423-0.15234547309577956j),(0.14122112510968104-0.0734982161760674j),(0.1412211251096799-0.07349821617606081j),(0.24277470201308246-0.15236597755071282j)
53500000.464999996,(0.24202242660981188-0.15261744169234195j),(0.1409612533295011-0.07368711071629926j),(0.1409612533295004-0.07368711071629593j),(0.24218435065115126-0.15263849042787758j)
53550000.464499995,(0.2414304251647165-0.15288737829871743j),(0.14070024781481597-0.0738753523355742j),(0.1407002478148156-0.07387535233557291j),(0.24159250148788253-0.15290897341482065j)
53600000.464,(0.24083693125091288-0.15315527466057893j),(0.14043810731833764-0.0740629344394207j),(0.1404381073183376-0.07406293443942125j),(0.2409991589726953-0.1531774182671556j)
53650000.4635,(0.24024194937220078-0.15342112250691944j),(0.14017483062295805-0.07424985039337448j),(0.14017483062295824-0.07424985039337587j),(0.24040432759316663-0.15344381672376448j)
53700000.463,(0.2396454840710508-0.1536849135500974j),(0.13991041654217795-0.07443609352296929j),(0.13991041654217742-0.07443609352296694j),(0.23980801187539183-0.15370816050679537j)
53750000.4625,(0.23904753992894728-0.1539466394858819j),(0.1396448639205451-0.07462165711373205j),(0.13964486392054434-0.07462165711372767j),(0.23921021638430406-0.15397044132174786j)
53800000.462,(0.2384481215667364-0.15420629199349276j),(0.1393781716340919-0.07480653441119066j),(0.13937817163409108-0.07480653441118448j),(0.23861094572403838-0.15423065085748022j)
53850000.4615,(0.23784723364496477-0.15446386273566376j),(0.13911033859077554-0.07499071862087126j),(0.13911033859077543-0.0749907186208718j),(0.23801020453827823-0.15448878078625652j)
53900000.460999995,(0.2372448808642512-0.15471934335865747j),(0.13884136373092376-0.07517420290832247j),(0.13884136373092357-0.0751742029083211j),(0.23740799751059039-0.1547448227638291j)
53950000.460499994,(0.2366410679656159-0.15497272549236032j),(0.13857124602768048-0.07535698039910319j),(0.13857124602768006-0.07535698039909978j),(0.23680432936479026-0.15499876842946675j)
54000000.46,(0.23603579973084635-0.15522400075031917j),(0.13829998448745184-0.07553904417880858j),(0.1382999844874516-0.07553904417880672j),(0.23619920486529997-0.15525060940599658j)
54050000.4595,(0.23542908098286375-0.15547316072979037j),(0.13802757815036323-0.07572038729309205j),(0.13802757815036318-0.07572038729309226j),(0.2355926288174963-0.15550033729989537j)
54100000.459,(0.2348209165860699-0.15572019701181533j),(0.13775402609070886-0.07590100274767896j),(0.13775402609070883-0.07590100274767837j),(0.23498460606807714-0.15574794370131984j)
54150000.4585,(0.23421131144671758-0.1559651011612912j),(0.13747932741741228-0.076080883508394j),(0.13747932741741195-0.07608088350839112j),(0.23437514150543015-0.1559934201841801j)
54200000.458,(0.23360027051326765-0.15620786472703344j),(0.13720348127448373-0.07626002250118283j),(0.13720348127448387-0.07626002250118447j),(0.23376424005998234-0.1562367583062125j)
54250000.457499996,(0.23298779877676642-0.1564484792418422j),(0.13692648684148637-0.07643841261216427j),(0.13692648684148584-0.07643841261216068j),(0.2331519067045737-0.15647794960906072j)
54300000.456999995,(0.2323739012712092-0.1566869362225893j),(0.136648343333996-0.0766160466876331j),(0.1366483433339957-0.07661604668763025j),(0.2325381464548345-0.15671698561831562j)
54350000.4565,(0.2317585830739195-0.1569232271702778j),(0.1363690500040722-0.07679291753412512j),(0.13636905000407218-0.07679291753412554j),(0.23192296436955945-0.15695385784361107j)
54400000.456,(0.23114184930591206-0.1571573435701494j),(0.13608860614073026-0.07696901791845596j),(0.13608860614072987-0.07696901791845193j),(0.2313063655510581-0.15718855777872542j)
54450000.4555,(0.23052370513228163-0.15738927689175186j),(0.13580701107041007-0.07714434056774848j),(0.13580701107040974-0.07714434056774779j),(0.23068835514556646-0.157421076901617j)
54500000.455,(0.22990415576257572-0.1576190185890305j),(0.13552426415745497-0.07731887816951104j),(0.13552426415745472-0.07731887816950812j),(0.23006893834359382-0.15765140667456284j)
54550000.4545,(0.22928320645117717-0.15784656010042758j),(0.13524036480458837-0.07749262337166789j),(0.1352403648045879-0.07749262337166242j),(0.22944812038033202-0.15787953854420556j)
54600000.453999996,(0.22866086249769435-0.15807189284896445j),(0.13495531245339484-0.07766556878262196j),(0.13495531245339498-0.07766556878262391j),(0.22882590653602913-0.15810546394166491j)
54650000.453499995,(0.2280371292473381-0.15829500824235465j),(0.1346691065848054-0.0778377069713381j),(0.13466910658480544-0.0778377069713384j),(0.22820230213635814-0.15832917428265988j)
54700000.453,(0.22741201209131592-0.15851589767310584j),(0.1343817467195806-0.07800903046737329j),(0.13438174671958045-0.0780090304673743j),(0.22757731255284405-0.15855066096755227j)
54750000.4525,(0.22678551646722628-0.1587345525186108j),(0.13409323241880133-0.07817953176097502j),(0.13409323241880117-0.07817953176097457j),(0.2269509432032137-0.1587699153815194j)
54800000.452,(0.22615764785944847-0.15895096414127116j),(0.13380356328435794-0.07834920330313672j),(0.13380356328435794-0.07834920330313873j),(0.22632319955182525-0.15898692889460014j)
54850000.4515,(0.2255284117995251-0.1591651238886298j),(0.133512738959447-0.07851803750569394j),(0.13351273895944682-0.07851803750569333j),(0.22569408711003688-0.1592016928618519j)
54900000.451,(0.22489781386659072-0.15937702309343993j),(0.13322075912906323-0.07868602674138699j),(0.1332207591290629-0.07868602674138546j),(0.225063611436618-0.15941419862344744j)
54950000.4505,(0.22426585968774604-0.15958665307383477j),(0.13292762352050302-0.07885316334396252j),(0.1329276235205027-0.0788531633439605j),(0.22443177813815138-0.15962443750479857j)
55000000.449999996,(0.22363255493846476-0.15979400513343048j),(0.13263333190385906-0.07901943960825637j),(0.1326333319038589-0.07901943960825583j),(0.22379859286943046-0.1598324008166695j)
55050000.449499995,(0.2229979053430118-0.15999907056145596j),(0.13233788409253205-0.0791848477902949j),(0.132337884092532-0.07918484779029535j),(0.22316406133386488-0.16003807985532856j)
55100000.449,(0.22236191667483385-0.1602018406328963j),(0.13204127994373022-0.07934938010739187j),(0.13204127994373-0.0793493801073905j),(0.222528189283884-0.16024146590266752j)
55150000.4485,(0.22172459475698128-0.16040230660861815j),(0.1317435193589791-0.07951302873824694j),(0.13174351935897896-0.0795130287382459j),(0.22189098252136286-0.16044255022631926j)
55200000.448,(0.2210859454625055-0.16060045973553227j),(0.13144460228463611-0.07967578582306516j),(0.13144460228463598-0.0796757858230647j),(0.22125244689800663-0.1606413240798401j)
55250000.4475,(0.2204459747148879-0.16079629124671715j),(0.13114452871239857-0.07983764346366408j),(0.13114452871239857-0.07983764346366584j),(0.22061258831578734-0.16083777870281576j)
55300000.447,(0.2198046884884357-0.16098979236159652j),(0.13084329867982336-0.0799985937235969j),(0.13084329867982314-0.07999859372359484j),(0.21997141272735257-0.1610319053210241j)
55350000.446499996,(0.21916209280873167-0.16118095428604914j),(0.1305409122708413-0.08015862862826101j),(0.13054091227084128-0.08015862862826043j),(0.21932892613643926-0.16122369514659377j)
55400000.445999995,(0.2185181937530181-0.16136976821262142j),(0.13023736961628093-0.08031774016504911j),(0.1302373696162808-0.08031774016504668j),(0.2186851345982938-0.1614131393781613j)
55450000.4455,(0.21787299745063085-0.16155622532067354j),(0.12993267089438926-0.08047592028346062j),(0.12993267089438895-0.08047592028345685j),(0.21804004422010684-0.1616002292010131j)
55500000.445,(0.21722651008344884-0.16174031677650832j),(0.12962681633135534-0.08063316089524672j),(0.12962681633135525-0.08063316089524902j),(0.21739366116141423-0.16178495578729182j)
55550000.4445,(0.21657873788627305-0.1619220337336179j),(0.1293198062018411-0.08078945387456524j),(0.12931980620184091-0.0807894538745633j),(0.2167459916345506-0.1619673102961185j)
55600000.444,(0.21592968714729072-0.16210136733279767j),(0.1290116408295058-0.08094479105810184j),(0.12901164082950559-0.08094479105809788j),(0.2160970419050525-0.16214728387381266j)
55650000.4435,(0.21527936420849056-0.16227830870236623j),(0.12870232058754238-0.0810991642452425j),(0.12870232058754225-0.08109916424524016j),(0.21544681829210743-0.1623248676540406j)
55700000.442999996,(0.21462777546610615-0.16245284895832118j),(0.1283918458992058-0.08125256519822724j),(0.1283918458992057-0.08125256519822749j),(0.21479532716897737-0.1625000527580178j)
55750000.442499995,(0.2139749273710273-0.1626249792045695j),(0.12808021723835525-0.08140498564231362j),(0.1280802172383552-0.08140498564231247j),(0.2141425749634231-0.16267283029470841j)
55800000.441999994,(0.213320826429255-0.16279469053309606j),(0.12776743512998423-0.08155641726593421j),(0.12776743512998423-0.08155641726593449j),(0.21348856815817255-0.16284319136097042j)
55850000.4415,(0.21266547920233522-0.16296197402417203j),(0.12745350015076887-0.08170685172088694j),(0.12745350015076876-0.0817068517208882j),(0.21283331329131586-0.1630111270418296j)
55900000.441,(0.21200889230779493-0.1631268207465615j),(0.12713841292960268-0.08185628062250136j),(0.12713841292960273-0.08185628062250215j),(0.21217681695677665-0.16317662841062572j)
55950000.4405,(0.21135107241958065-0.1632892217577424j),(0.1268221741481453-0.0820046955498292j),(0.12682217414814537-0.08200469554982677j),(0.2115190858047463-0.16333968652924075j)
56000000.44,(0.21069202626850664-0.16344916810411136j),(0.12650478454136646-0.08215208804582645j),(0.12650478454136618-0.08215208804582491j),(0.21086012654211186-0.16350029244832956j)
56050000.4395,(0.21003176064269946-0.16360665082120945j),(0.1261862448980931-0.08229844961755671j),(0.12618624489809308-0.0822984496175612j),(0.21019994593293345-0.16365843720749876j)
56100000.438999996,(0.20937028238804042-0.16376166093394887j),(0.1258665560615617-0.0824437717363999j),(0.12586655606156158-0.08244377173639834j),(0.20953855079885067-0.16381411183558792j)
56150000.438499995,(0.20870759840861605-0.16391418945684993j),(0.12554571892996788-0.08258804583823272j),(0.12554571892996796-0.08258804583822671j),(0.20887594801956202-0.1639673073508545j)
56200000.438,(0.2080437156671617-0.16406422739427776j),(0.1252237344570211-0.08273126332365949j),(0.12522373445702104-0.08273126332365835j),(0.20821214453326373-0.1641180147612271j)
56250000.4375,(0.20737864118552662-0.16421176574067584j),(0.12490060365249832-0.08287341555823574j),(0.12490060365249817-0.08287341555823921j),(0.20754714733710428-0.16426622506454047j)
56300000.437,(0.2067123820451114-0.16435679548082893j),(0.12457632758280414-0.08301449387268514j),(0.12457632758280417-0.08301449387268363j),(0.20688096348763016-0.16441192924879838j)
56350000.4365,(0.20604494538732396-0.1644993075901163j),(0.12425090737152622-0.0831544895631167j),(0.12425090737152607-0.08315448956311493j),(0.20621360010124953-0.1645551182924021j)
56400000.436,(0.20537633841404912-0.16463929303475275j),(0.12392434419999716-0.08329339389128175j),(0.12392434419999722-0.08329339389127863j),(0.20554506435468825-0.16469578316442243j)
56450000.435499996,(0.20470656838809195-0.16477674277207485j),(0.12359663930785793-0.08343119808480377j),(0.12359663930785798-0.08343119808480061j),(0.2048753634854405-0.16483391482486295j)
56500000.434999995,(0.20403564263363833-0.16491164775080092j),(0.12326779399361834-0.08356789333743145j),(0.12326779399361831-0.08356789333742753j),(0.2042045047922345-0.16496950422492387j)
56550000.4345,(0.2033635685367202-0.16504399891131444j),(0.12293780961522695-0.08370347080929039j),(0.12293780961522713-0.08370347080928518j),(0.20353249563548725-0.16510254230728294j)
56600000.434,(0.2026903535456734-0.16517378718594083j),(0.12260668759063281-0.08383792162714153j),(0.12260668759063281-0.08383792162713921j),(0.20285934343777945-0.1652330200063606j)
56650000.4335,(0.2020160051715895-0.16530100349924842j),(0.12227442939835728-0.08397123688465695j),(0.12227442939835714-0.083971236884659j),(0.20218505568429554-0.16536092824863385j)
56700000.433,(0.20134053098880447-0.16542563876831753j),(0.12194103657806099-0.08410340764268645j),(0.1219410365780609-0.08410340764268665j),(0.20150963992331447-0.16548625795289634j)
56750000.4325,(0.20066393863533794-0.16554768390307156j),(0.12160651073111738-0.08423442492953562j),(0.12160651073111742-0.08423442492953263j),(0.2008331037666587-0.16560900003057885j)
56800000.432,(0.19998623581337768-0.1656671298065536j),(0.1212708535211829-0.08436427974125163j),(0.12127085352118297-0.08436427974124966j),(0.20015545489016223-0.16572914538605227j)
56850000.431499995,(0.19930743028972953-0.16578396737527085j),(0.12093406667477256-0.08449296304192384j),(0.12093406667477231-0.08449296304192475j),(0.19947670103414242-0.1658466849169281j)
56900000.430999994,(0.19862752989630295-0.16589818749948285j),(0.12059615198183113-0.08462046576398168j),(0.12059615198183103-0.08462046576398044j),(0.19879685000386754-0.1659616095143811j)
56950000.4305,(0.1979465425305661-0.16600978106354747j),(0.12025711129631345-0.08474677880848798j),(0.12025711129631345-0.08474677880848737j),(0.1981159096700322-0.16607391006346822j)
57000000.43,(0.19726447615601744-0.166118738946253j),(0.11991694653675886-0.08487189304546798j),(0.11991694653675881-0.08487189304546872j),(0.19743388796921704-0.1661835774434608j)
57050000.4295,(0.19658133880266893-0.16622505202113042j),(0.11957565968686883-0.08499579931422621j),(0.11957565968686919-0.08499579931421912j),(0.19675079290436634-0.1662906025281898j)
57100000.429,(0.19589713856750277-0.1663287111568285j),(0.11923325279608805-0.085118488423651j),(0.11923325279608804-0.08511848842365025j),(0.19606663254526097-0.16639497618636848j)
57150000.4285,(0.19521188361495093-0.16642970721744665j),(0.11888972798018133-0.08523995115258821j),(0.1188897279801812-0.08523995115258946j),(0.1953814150289977-0.16649668928194572j)
57200000.427999996,(0.19452558217736152-0.16652803106290406j),(0.11854508742181731-0.08536017825014994j),(0.11854508742181726-0.08536017825014881j),(0.1946951485604506-0.1665957326744722j)
57250000.427499995,(0.19383824255548687-0.16662367354928473j),(0.11819933337114936-0.08547916043606936j),(0.1181993333711493-0.08547916043606915j),(0.19400784141274607-0.16669209721946676j)
57300000.427,(0.19314987311894002-0.16671662552922967j),(0.11785246814639647-0.08559688840106139j),(0.11785246814639644-0.08559688840106085j),(0.19331950192776112-0.16678577376874767j)
57350000.4265,(0.1924604823066789-0.16680687785230033j),(0.11750449413442808-0.08571335280717784j),(0.11750449413442772-0.0857133528071801j),(0.19263013851656352-0.1668767531708581j)
57400000.426,(0.19177007862748513-0.16689442136536453j),(0.11715541379134582-0.08582854428818795j),(0.11715541379134616-0.08582854428818336j),(0.19193975965991694-0.1669650262714093j)
57450000.4255,(0.19107867066042375-0.16697924691299804j),(0.11680522964307026-0.08594245344992972j),(0.11680522964307029-0.0859424534499294j),(0.1912483739087538-0.16705058391347616j)
57500000.425,(0.19038626705533743-0.16706134533786926j),(0.11645394428592419-0.08605507087072978j),(0.11645394428592407-0.08605507087072992j),(0.19055598988462877-0.16713341693802336j)
57550000.424499996,(0.1896928765333111-0.1671407074811457j),(0.11610156038721615-0.08616638710176269j),(0.11610156038721581-0.0861663871017643j),(0.18986261628022605-0.16721351618426294j)
57600000.423999995,(0.18899850788715963-0.16721732418290636j),(0.11574808068582837-0.08627639266746956j),(0.11574808068582841-0.08627639266746759j),(0.1891682618598192-0.16729087249009766j)
